food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,meal_type,dietary_category,veg_category
Tomato Ketchup Mp,15,0.0,4.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,snack,low-carb,veg
Mayonnaise Light,36,3.3,0.5,0.8,1.9,1.4,0.5,0.032,0.0,2.4,0.1,9.9,0.003,0.006,0.082,0.094,0.0,0.0,0.073,0.09,0.09,0.0,0.0,0.3,0.05,0.9,0.039,0.058,0.3,0.056,2.3,4.7,0.061,4.966,snack,low-carb,veg
Mayonnaise Dressing,103,11.7,1.6,2.7,6.8,0.066,0.093,0.0,0.0,0.0,0.081,3.3,0.0,0.008,0.0,0.0,0.005,0.011,0.0,0.095,0.0,0.0,1.8,0.015,1.1,0.0,0.0,0.2,0.0,3.8,2.1,0.082,0.1,12.917,snack,keto,veg
Malt Syrup,67,0.0,0.0,0.0,0.0,15.0,15.0,1.3,0.0,0.0,0.05,4.4,0.0,0.099,0.091,0.0,0.095,1.7,0.095,0.1,0.0,0.0,0.0,0.0,12.8,0.093,0.2,15.1,0.033,49.6,67.2,0.098,0.048,29.3,snack,low-carb,veg
Gravy Dry,86,2.0,0.7,0.8,0.4,14.5,0.0,3.3,0.0,1.0,1.4,1.0,0.0,0.04,0.077,0.072,0.1,0.9,0.072,0.011,1.8,0.0,0.0,0.0,37.5,0.038,0.3,11.3,0.1,50.8,65.5,0.091,0.4,59.4,snack,low-carb,veg
Cranberry Orange Relish,490,0.3,0.06,0.0,0.0,127.1,0.0,0.8,0.0,0.0,0.063,146.3,0.0,0.053,0.0,0.0,0.066,0.3,0.0,0.0,49.5,0.0,0.0,0.0,30.3,0.1,0.6,11.0,0.0,22.0,104.5,0.0,0.0,208.6,snack,regular,veg
Caesar Dressing,80,8.5,1.3,2.0,4.8,0.5,0.4,0.3,0.036,5.7,0.2,5.0,0.092,0.083,0.098,0.0,0.058,0.045,0.044,0.047,0.057,0.097,0.7,0.039,7.1,0.042,0.2,0.3,0.043,2.8,4.3,0.073,0.018,16.717,snack,low-carb,veg
Italian Dressing,35,3.1,0.4,0.8,1.6,1.8,1.6,0.032,0.0,0.0,0.1,9.3,0.083,0.0,0.042,0.0,0.0,0.0,0.097,0.0,0.011,0.025,0.0,0.3,0.059,1.9,0.063,0.081,0.7,0.099,2.2,12.3,0.055,5.108,snack,low-carb,veg
Brown Gravy Instant,25,0.8,0.4,0.4,0.049,4.0,0.6,0.6,0.2,0.8,0.3,0.4,0.0,0.018,0.033,0.081,0.03,0.2,0.033,0.042,0.1,0.0,0.05,0.026,7.8,0.089,0.5,2.1,0.084,14.2,24.6,0.06,0.087,14.0,snack,low-carb,veg
Roquefort Cheese Dressing,15,1.1,0.4,0.3,0.4,0.4,0.4,0.8,0.0,0.2,0.1,11.9,0.0,0.087,0.025,0.018,0.049,0.059,0.0,0.064,0.069,0.0,0.092,0.067,13.4,0.094,0.069,1.1,0.0,12.5,0.8,0.03,0.09,15.875,snack,low-carb,veg
Blue Cheese Dressing,71,7.7,1.2,2.0,4.1,0.7,0.5,0.2,0.045,4.7,0.2,6.0,0.048,0.056,0.072,0.049,0.094,0.05,0.031,0.026,0.1,0.071,0.6,0.036,5.6,0.011,0.058,1.2,0.068,11.1,13.2,0.038,0.055,14.429,snack,low-carb,veg
Duck Sauce,80,0.063,0.033,0.065,0.04,19.7,9.9,0.1,0.2,0.0,0.1,12.2,0.0,0.021,0.085,0.0,0.09,0.044,0.0,0.098,0.3,0.0,0.047,0.012,3.6,0.033,0.1,1.6,0.1,2.9,28.3,0.029,0.1,24.017,snack,low-carb,non-veg
Au Jus,38,0.5,0.2,0.2,0.048,5.9,0.0,2.8,0.0,0.0,1.1,223.0,0.0,0.04,0.045,0.032,0.1,2.1,0.076,0.023,2.4,0.0,0.0,0.0,9.4,0.2,1.4,4.7,0.5,70.8,191.2,0.02,2.4,22.4,snack,low-carb,veg
Corn Syrup Dark,57,0.0,0.0,0.0,0.0,15.5,15.5,0.0,0.0,0.0,0.047,4.4,0.0,0.025,0.0,0.0,0.045,0.071,0.013,0.062,0.0,0.0,0.0,0.0,3.6,0.089,0.044,1.6,0.079,2.2,8.8,0.078,0.069,19.122,snack,low-carb,veg
Buttermilk Dressing Light,30,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,9.3,0.023,0.059,0.052,0.0,0.012,0.051,0.1,0.085,0.061,0.0,0.2,0.026,6.0,0.041,0.1,0.9,0.01,29.0,19.8,0.098,0.002,11.699,snack,low-carb,veg
Tartar Sauce,32,2.5,0.5,0.5,1.4,2.0,0.6,0.2,0.078,1.1,0.1,10.1,0.056,0.023,0.008,0.0,0.074,0.094,0.076,0.034,0.3,0.0,0.3,0.089,3.9,0.001,0.047,0.9,0.03,2.6,10.2,0.05,0.098,9.096,snack,low-carb,veg
Tomato Chili Sauce,6,0.095,0.076,0.097,0.064,1.2,0.6,0.2,0.4,0.0,0.083,4.1,0.0,0.021,0.033,0.0,0.028,0.043,0.0,0.086,1.0,0.0,0.1,0.025,1.2,0.017,0.087,0.7,0.0,3.1,22.2,0.052,0.082,4.085,snack,low-carb,veg
Turkey Gravy Dry,26,0.5,0.1,0.2,0.2,4.6,0.0,0.7,0.0,1.0,0.3,0.3,0.013,0.026,0.087,0.045,0.011,0.2,0.029,0.03,0.015,0.0,0.0,0.0,10.2,0.053,0.2,3.1,0.003,17.8,30.0,0.073,0.01,16.335,snack,low-carb,non-veg
Salsa Sauce,5,0.039,0.07,0.048,0.089,1.2,0.7,0.3,0.3,0.0,0.1,16.1,0.0,0.037,0.055,0.0,0.092,0.2,0.07,0.021,0.3,0.0,0.2,0.067,5.4,0.009,0.007,2.7,0.042,5.9,49.5,0.005,0.08,7.524,snack,low-carb,veg
Steak Sauce,16,0.004,0.0,0.0,0.0,3.7,1.7,0.2,0.3,0.0,0.3,12.1,0.0,0.01,0.044,0.0,0.081,0.2,0.0,0.036,1.2,0.0,0.2,0.015,3.2,0.087,0.2,2.9,0.084,5.6,53.0,0.085,0.02,8.815,snack,low-carb,veg
Molasses,58,0.068,0.052,0.021,0.068,14.9,14.9,0.0,0.0,0.0,0.007,4.4,0.0,0.017,0.0,0.0,0.044,0.2,0.2,0.1,0.0,0.0,0.0,0.0,41.0,0.093,0.9,48.4,0.3,6.2,292.8,0.056,0.08,56.848,snack,low-carb,veg
Italian Dressing Fat Free,7,0.1,0.099,0.018,0.022,1.2,1.2,0.1,0.077,0.3,0.2,12.0,0.0,0.081,0.031,0.07,0.017,0.073,0.0,0.0,0.026,0.0,0.1,0.042,4.2,0.046,0.036,0.7,0.069,15.3,14.3,0.096,0.059,5.71,snack,low-carb,veg
Plum Sauce,35,0.2,0.094,0.007,0.1,8.1,0.0,0.2,0.1,0.0,0.1,10.2,0.0,0.075,0.032,0.0,0.066,0.2,0.092,0.094,0.021,0.0,0.0,0.0,2.3,0.044,0.3,2.3,0.046,4.2,49.2,0.1,0.029,11.246,snack,low-carb,veg
Chow Mein Stir Fry Master Foods,26,0.2,5.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,snack,low-carb,veg
Beef Gravy Instant,25,0.6,0.3,0.2,0.08,4.1,1.6,0.7,0.3,0.7,0.3,0.3,0.1,0.085,0.065,0.009,0.027,0.026,0.012,0.1,0.01,0.0,0.002,0.021,9.4,0.067,0.4,2.7,0.091,16.0,30.2,0.049,0.082,15.598,snack,low-carb,non-veg
Grenadine,54,0.0,0.0,0.0,0.0,13.4,9.3,0.0,0.0,0.0,0.038,6.5,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044,0.011,0.8,0.0,0.8,5.6,0.051,0.066,14.63,snack,low-carb,veg
Sweet Sour Sauce,26,0.084,0.0,0.0,0.0,6.7,3.3,0.02,0.065,0.0,0.024,10.5,0.0,0.048,0.079,0.0,0.08,0.026,0.021,0.09,1.5,0.0,0.1,0.002,1.8,0.011,0.021,1.4,0.1,1.2,17.3,0.006,0.072,10.183,snack,low-carb,veg
Salsa Verde,6,0.1,0.0,0.0,0.0,1.0,0.5,0.2,0.3,0.0,0.034,13.4,0.0,0.027,0.084,0.0,0.005,0.2,0.021,0.093,1.8,0.0,0.097,0.003,1.4,0.075,0.079,2.9,0.076,6.2,38.9,0.086,0.067,4.826,snack,low-carb,veg
Miso,40,1.2,0.2,0.2,0.6,5.1,1.2,2.6,1.1,0.0,0.7,8.6,0.0,0.0,0.082,0.063,0.045,0.06,0.2,0.015,0.04,0.0,0.0,0.065,0.094,11.4,0.046,0.5,9.6,0.2,31.8,42.0,0.092,10.193,snack,low-carb,veg
Sprouted Soybean Cooked,76,4.2,0.6,0.9,2.4,6.1,0.4,8.0,0.8,0.0,0.2,74.7,0.0,0.2,0.023,0.0,0.052,1.0,0.7,0.079,7.8,0.0,0.2,0.024,55.5,0.3,1.2,56.4,0.7,126.9,333.7,0.042,1.0,83.6,snack,low-carb,veg
Soy Flour Roasted,375,18.6,2.7,4.1,10.5,28.6,6.5,29.6,8.2,0.0,0.083,3.2,0.0,0.4,0.2,0.0,0.8,2.8,1.0,0.3,0.0,0.0,1.7,0.087,159.8,1.9,4.9,313.7,1.8,404.6,1734.9,0.029,3.0,249.7,lunch,low-carb,veg
Soy Flour Low Fat,330,7.8,1.1,1.3,3.7,30.7,9.3,40.0,14.1,0.0,0.085,4.1,0.0,1.0,0.3,0.0,0.2,2.6,1.4,0.9,0.0,0.0,0.5,0.023,250.8,1.4,7.2,250.8,2.8,594.0,1839.2,0.055,3.6,350.6,lunch,low-carb,veg
Green Soybean Cooked,127,5.8,0.7,1.1,2.7,9.9,0.0,11.1,3.8,0.0,0.2,61.7,0.0,0.0,0.2,0.01,0.0,0.1,1.1,0.1,0.007,15.3,0.0,0.0,0.0,130.5,0.1,2.3,54.0,0.5,142.2,485.1,0.0,30.78,snack,low-carb,veg
Azumaya Tofu Vitasoy,316,16.6,2.0,4.7,9.9,9.1,1.6,32.8,2.4,0.0,0.03,331.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,777.0,snack,keto,veg
Soy Proteins Isolate,96,1.0,0.1,0.2,0.5,2.1,0.0,22.8,1.6,0.0,0.3,1.4,0.0,0.037,0.01,0.0,0.085,0.4,0.079,0.006,0.0,0.0,0.0,0.0,50.4,0.5,4.1,11.0,0.4,219.6,22.9,0.011,1.1,82.0,snack,low-carb,veg
Tofu Yogurt,246,4.7,0.7,1.0,2.7,41.8,3.2,9.2,0.5,0.0,0.03,203.1,0.0,0.0,0.2,0.004,0.0,0.027,0.6,0.0,0.048,6.6,0.0,0.8,0.013,309.2,0.2,2.8,104.8,0.0,99.6,123.1,0.068,56.57,breakfast,low-carb,non-veg
Bacon Meatless,446,42.5,6.7,10.2,22.2,9.1,0.0,15.4,3.7,0.0,2.1,70.5,0.0,6.3,0.047,0.0,0.7,10.9,0.2,0.7,0.0,0.0,9.9,0.0,33.1,0.2,3.5,27.4,0.3,100.8,244.8,0.004,0.6,107.3,snack,keto,non-veg
Meatless Chicken Fried,304,16.6,1.5,4.2,6.0,11.1,0.0,27.7,5.6,0.0,0.5,73.4,0.0,1.7,0.017,0.038,0.5,16.6,0.0,1.1,0.0,0.0,2.5,0.0,54.6,0.7,5.0,15.6,0.0,318.5,390.0,0.037,0.8,120.6,snack,keto,non-veg
Soymilk,109,4.8,0.5,1.0,2.9,8.4,6.1,7.1,1.0,0.0,0.1,221.1,0.0,0.0,0.2,0.007,0.061,0.5,8.0,0.0,0.6,17.5,0.069,6.1,0.0,340.2,0.3,1.2,0.0,0.0,0.0,342.6,0.099,22.2,snack,low-carb,veg
Soy Vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,0.1,5.5,0.0,0.032,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.019,77.0,2.7,2.5,2.8,0.0,28.0,4.2,0.017,5.9,200.4,snack,regular,veg
Tofu Fried,35,2.6,0.4,0.6,1.5,1.2,0.4,2.4,0.5,0.0,0.021,6.6,0.0,0.0,0.01,0.036,0.0,0.054,0.073,0.041,0.094,0.0,0.0,0.011,0.099,48.4,0.051,0.6,7.8,0.2,37.3,19.0,0.038,6.832,snack,low-carb,veg
Tempeh,320,17.9,3.7,5.0,6.4,15.6,0.0,30.8,0.0,0.0,0.068,99.0,0.0,0.1,0.086,0.096,0.6,4.4,0.5,0.4,0.0,0.0,0.0,0.0,184.3,0.9,4.5,134.5,2.2,441.6,683.9,0.0,1.9,253.1,snack,keto,veg
Koyadofu,81,5.2,0.7,1.1,2.9,1.7,0.0,8.9,1.2,0.0,0.081,1.0,0.0,0.0,0.021,0.078,0.0,0.041,0.2,0.011,0.029,0.1,0.0,0.0,0.0,61.9,0.2,1.7,10.0,0.6,82.1,3.4,0.04,17.237,snack,low-carb,veg
Meatless Meatloaf,110,5.0,0.8,1.2,2.6,4.5,0.7,11.8,2.6,0.0,0.3,32.5,0.0,0.5,0.066,0.062,0.3,5.6,0.0,0.7,0.0,0.0,1.0,0.0,16.2,0.4,1.2,10.1,0.0,192.6,100.8,0.02,1.0,41.3,snack,low-carb,non-veg
Soya Vanille Joghurt Alpro,21,0.6,0.1,2.7,2.6,1.0,0.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,snack,low-carb,veg
Soybean Curd Cheese,340,18.2,2.6,4.0,10.3,15.5,3.6,28.1,0.0,0.0,0.094,159.5,0.0,0.0,0.006,0.0,0.3,1.1,0.3,0.2,0.0,0.0,1.4,0.011,423.0,0.9,12.6,513.0,2.0,499.5,447.8,0.068,3.9,497.4,snack,keto,veg
Soy Sauce,8,0.054,0.025,0.059,0.099,0.8,0.097,1.3,0.1,0.0,0.9,11.4,0.0,0.0,0.012,0.04,0.0,0.073,0.4,0.046,0.01,0.0,0.0,0.0,0.0,5.3,0.031,0.2,11.8,0.2,26.6,69.6,0.087,2.293,snack,low-carb,veg
Soybean Dry Roasted,419,20.1,2.9,4.4,11.4,30.4,0.0,36.8,7.5,0.0,0.077,0.7,0.0,0.4,0.2,0.0,0.7,1.0,0.4,0.2,4.3,0.0,0.0,0.076,130.2,1.0,3.7,212.0,2.0,603.6,1268.5,0.028,4.4,233.0,lunch,low-carb,veg
Soybean Oil,120,13.6,2.1,3.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.064,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.095,13.67,snack,keto,veg
Meatless Chicken,376,21.4,3.1,4.6,12.2,6.1,0.0,39.7,6.0,0.0,1.2,98.9,0.0,0.1,0.1,0.068,0.4,2.4,1.0,1.2,0.0,0.0,4.5,0.0,58.8,1.2,5.5,28.6,2.0,562.8,90.7,0.012,1.2,137.5,snack,keto,non-veg
Soybean Cooked,296,15.4,2.2,3.4,8.7,17.1,5.2,28.6,10.3,0.0,0.075,107.6,0.0,0.0,0.3,0.022,0.0,0.5,0.7,0.3,0.4,2.9,0.0,0.6,0.099,175.4,0.7,8.8,147.9,1.4,421.4,885.8,0.064,72.517,snack,keto,veg
Soymilk Nonfat,68,0.046,0.0,0.0,0.046,10.1,8.9,6.0,0.5,0.0,0.1,225.2,0.1,0.064,0.092,0.063,0.4,0.8,0.0,0.084,0.0,0.071,0.2,0.063,281.9,0.3,0.9,24.3,0.0,211.4,255.2,0.046,0.2,299.508,snack,low-carb,veg
Soy Flour,23,1.1,0.2,0.2,0.6,1.8,0.4,1.8,0.5,0.0,0.023,0.3,0.0,0.0,0.062,0.058,0.0,0.002,0.2,0.069,0.009,0.0,0.0,0.1,0.061,10.7,0.2,0.3,22.3,0.1,25.7,130.8,0.086,5.488,snack,low-carb,veg
Soybean Lecithin Oil,104,13.6,2.0,1.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,snack,keto,veg
Soy Chips,109,2.1,0.3,0.5,1.1,15.0,0.5,7.5,1.0,0.0,0.2,2.4,0.0,0.02,0.098,0.0,0.076,0.8,0.4,0.1,0.0,0.0,0.3,0.048,48.4,0.7,1.5,48.1,0.6,2.0,2.0,0.099,0.4,75.5,snack,low-carb,veg
Soy Proteins Concentrate,93,0.1,0.04,0.092,0.099,7.2,0.0,18.0,1.6,0.0,0.3,1.6,0.0,0.076,0.087,0.0,0.078,0.2,0.007,0.015,0.0,0.0,0.0,0.0,102.7,0.3,3.1,39.6,1.2,237.4,127.4,0.019,1.2,132.7,snack,low-carb,veg
Soybean Margarine,34,3.8,0.8,1.8,1.0,0.043,0.0,0.052,0.0,0.0,0.005,0.7,0.067,0.06,0.013,0.049,0.051,0.033,0.012,0.054,0.077,0.0,0.1,0.0,1.4,0.0,0.0,0.1,0.0,1.1,2.0,0.0,0.0,5.309,snack,low-carb,veg
Chocolate Soymilk Nonfat,107,0.046,0.0,0.0,0.012,20.7,8.9,6.0,0.5,0.0,0.1,214.8,0.1,0.001,0.03,0.005,0.4,1.2,0.0,0.037,0.0,0.062,0.3,0.021,281.9,0.5,0.9,24.3,0.0,211.4,255.2,0.027,0.2,310.107,breakfast,low-carb,veg
Okara,93,2.1,0.2,0.4,0.9,15.3,0.0,3.9,0.0,0.0,0.07,99.6,0.0,0.0,0.035,0.017,0.0,0.063,0.1,0.1,0.1,0.0,0.0,0.0,0.0,97.6,0.2,1.6,31.7,0.5,73.2,259.9,0.048,21.6,snack,low-carb,veg
Meatless Meatballs,284,13.0,2.1,3.2,6.7,11.5,1.8,30.2,6.6,0.0,0.8,83.5,0.0,1.4,0.1,0.073,0.3,3.6,0.7,0.3,0.0,0.0,2.5,0.0,36.0,1.0,3.1,25.9,0.0,495.4,259.2,0.016,2.6,100.4,snack,keto,non-veg
Vanilla Soymilk,131,4.3,0.5,1.0,2.3,15.3,9.7,7.9,1.5,0.0,0.1,214.0,0.0,0.1,0.032,0.0,0.2,1.2,0.9,0.2,0.0,0.0,0.3,0.042,60.8,0.3,1.6,60.8,0.5,126.4,286.7,0.08,0.3,91.4,snack,low-carb,veg
Soymilk Low Fat,104,1.5,0.0,0.5,1.0,17.5,8.5,4.0,1.9,0.0,0.04,218.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,199.3,0.0,1.1,0.0,0.0,150.7,155.5,0.0,0.0,225.3,snack,low-carb,veg
Tempeh Cooked,55,3.2,1.0,1.1,0.7,2.6,0.0,5.1,0.0,0.0,0.084,16.9,0.0,0.021,0.022,0.07,0.1,0.6,0.1,0.079,0.0,0.0,0.0,0.0,27.2,0.2,0.6,21.8,0.4,71.6,113.5,0.0,0.4,38.7,snack,low-carb,veg
Vanilla Soymilk Light,83,2.1,0.2,0.6,1.4,9.4,1.0,6.4,1.5,0.0,0.2,223.6,0.0,0.0,0.062,0.09,0.4,0.0,0.0,0.0,0.0,0.025,0.0,0.0,298.9,0.0,1.1,31.6,0.0,250.3,284.3,0.0,0.2,319.4,snack,low-carb,veg
Chocolate Soymilk,153,3.7,0.6,0.9,2.0,24.2,19.1,5.5,1.0,0.0,0.1,208.0,0.0,0.2,0.098,0.079,0.056,0.6,1.2,0.2,0.2,4.1,0.026,0.3,0.074,306.2,0.5,1.2,36.5,0.0,123.9,347.5,0.023,35.156,breakfast,low-carb,veg
Soy Oil,120,13.6,3.4,8.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,snack,keto,veg
Natto,169,8.8,1.3,1.9,5.0,11.5,3.9,14.2,4.3,0.0,0.026,44.0,0.0,0.0,0.1,0.089,0.0,0.2,0.0,0.2,0.1,10.4,0.0,0.009,0.085,173.6,0.5,6.9,92.0,1.2,139.2,583.2,0.033,39.429,snack,low-carb,veg
Gourd Cooked,100,0.6,0.035,0.1,0.3,25.5,9.2,1.2,5.2,0.0,0.065,150.0,0.0,0.0,0.092,0.036,0.0,0.036,0.5,0.9,0.2,10.1,0.0,0.4,0.03,16.0,0.2,0.6,35.6,0.4,55.2,806.3,0.021,32.903,snack,low-carb,veg
Napa Cabbage Cooked,13,0.2,0.0,0.0,0.0,2.4,0.0,1.2,0.0,0.0,0.012,105.0,0.0,0.051,0.094,0.0,0.096,0.5,0.07,0.052,3.5,0.0,0.0,0.0,31.6,0.1,0.8,8.7,0.2,20.7,94.8,0.025,0.2,39.7,snack,low-carb,veg
Jute Cooked,32,0.2,0.004,0.022,0.022,6.3,0.9,3.2,1.7,0.0,0.043,75.8,0.0,0.021,0.076,0.0,0.2,0.8,0.02,0.5,28.7,0.0,0.083,0.059,183.6,0.2,2.7,53.9,0.1,62.6,478.5,0.052,0.7,226.4,snack,low-carb,veg
Broccoli Cooked,98,1.1,0.2,0.1,0.5,20.1,3.9,6.7,9.2,0.0,0.1,249.9,0.0,0.0,0.2,0.3,0.0,0.3,1.5,1.7,0.6,181.7,0.0,4.1,0.4,112.0,0.2,1.9,58.8,0.5,187.6,820.4,0.008,38.3,breakfast,low-carb,veg
Lemongrass Citronella,5,0.076,0.067,0.091,0.082,1.2,0.0,0.038,0.0,0.0,0.024,3.4,0.0,0.05,0.011,0.0,0.097,0.018,0.082,0.034,0.1,0.0,0.0,0.0,3.1,0.082,0.4,2.9,0.3,4.8,34.7,0.031,0.1,4.937,snack,low-carb,veg
Pumpkin Cooked,49,0.2,0.019,0.1,0.085,12.0,5.1,1.8,2.7,0.0,0.006,229.5,0.0,0.0,0.004,0.057,0.0,0.2,1.0,0.5,0.1,11.5,0.0,2.0,0.098,36.8,0.2,1.4,22.1,0.2,73.5,563.5,0.054,17.005,snack,low-carb,veg
Celery Cooked,7,0.098,0.064,0.018,0.024,1.5,0.9,0.3,0.6,0.0,0.093,35.3,0.0,0.081,0.021,0.0,0.071,0.1,0.049,0.022,2.3,0.0,0.1,0.061,15.8,0.08,0.2,4.5,0.025,9.4,106.5,0.086,0.098,20.767,snack,low-carb,veg
Sweet Potato Leaves Cooked,22,0.2,0.099,0.008,0.006,4.7,3.5,1.4,1.2,0.0,0.2,57.1,0.0,0.057,0.016,0.0,0.2,0.6,0.1,0.1,1.0,0.0,0.6,0.012,21.1,0.008,0.4,30.7,0.1,25.6,199.7,0.083,0.2,30.0,snack,low-carb,veg
Eggplant Cooked,33,0.2,0.049,0.056,0.09,8.1,3.2,0.8,2.5,0.0,0.2,88.8,0.0,0.066,0.086,0.0,0.028,0.6,0.008,0.081,1.3,0.0,0.4,0.021,5.9,0.042,0.2,10.9,0.1,14.9,121.8,0.0,0.1,19.0,snack,low-carb,non-veg
Rutabaga Cooked,72,0.4,0.007,0.037,0.2,16.4,9.5,2.2,4.3,0.0,0.049,219.7,0.0,0.2,0.069,0.0,0.091,1.7,0.4,0.2,45.1,0.0,0.6,0.03,43.2,0.052,0.4,24.0,0.2,98.4,518.4,0.022,0.3,112.0,snack,low-carb,veg
Sour Pickles,17,0.3,0.079,0.018,0.1,3.5,1.6,0.5,1.9,0.0,1.9,145.8,0.0,0.0,0.013,0.0,0.006,0.0,0.069,0.096,1.6,0.0,0.1,0.038,0.0,0.1,0.6,6.2,0.036,21.7,35.7,0.0,0.079,8.4,snack,low-carb,veg
Turnip Greens Cooked,29,0.3,0.091,0.065,0.1,6.3,0.8,1.6,5.0,0.0,0.4,134.2,0.0,0.077,0.2,0.0,0.1,0.6,0.4,0.3,39.5,0.0,2.7,0.5,197.3,0.4,1.2,31.7,0.5,41.8,292.3,0.013,0.2,251.2,snack,low-carb,veg
Jerusalem Artichokes,110,0.047,0.0,0.065,0.036,26.2,14.4,3.0,2.4,0.0,0.011,117.0,0.0,0.3,0.052,0.0,0.049,2.0,0.6,0.1,6.0,0.0,0.3,0.014,21.0,0.2,5.1,25.5,0.014,117.0,643.5,0.083,0.2,63.742,snack,low-carb,veg
Chrysanthemum Cooked,20,0.036,0.0,0.0,0.0,4.3,2.0,1.6,2.3,0.0,0.042,92.5,0.0,0.0,0.086,0.092,0.0,0.2,0.7,0.061,0.1,23.9,0.0,2.5,0.1,69.0,0.1,3.7,18.0,0.4,43.0,569.0,0.001,8.597,snack,low-carb,veg
Oriental Radish Dried,314,0.8,0.3,0.1,0.4,73.5,43.3,9.2,27.7,0.0,0.3,22.8,0.0,0.3,0.3,0.0,0.8,3.9,2.2,0.7,0.0,0.0,0.008,0.031,729.6,1.9,7.8,197.2,0.6,236.6,4053.0,0.091,2.5,848.6,snack,regular,veg
Tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,1.3,2.5,0.0,0.019,121.0,0.0,0.088,0.093,0.0,0.099,2.4,0.2,0.074,15.4,0.0,0.5,0.033,9.2,0.1,0.8,26.4,0.2,51.5,353.8,0.055,0.3,38.2,snack,low-carb,veg
Leeks Dried,10,0.026,0.08,0.055,0.031,2.4,0.0,0.5,0.3,0.0,0.077,0.018,0.0,0.056,0.089,0.0,0.008,0.1,0.076,0.023,3.8,0.0,0.0,0.0,11.5,0.047,0.2,5.2,0.014,11.1,76.8,0.092,0.096,18.709,snack,low-carb,veg
Sweet Red Peppers Cooked,19,0.1,0.012,0.094,0.087,4.5,3.2,0.7,0.9,0.0,0.2,67.1,0.0,0.041,0.055,0.0,0.049,0.3,0.066,0.2,124.8,0.0,1.2,0.016,6.6,0.069,0.3,7.3,0.023,13.1,121.2,0.059,0.055,137.9,snack,low-carb,veg
Cucumber Peeled,16,0.2,0.1,0.068,0.087,2.9,1.8,0.8,0.9,0.0,0.098,128.7,0.0,0.0,0.049,0.066,0.0,0.095,0.048,0.3,0.082,4.3,0.0,0.006,0.052,18.6,0.018,0.3,16.0,0.058,27.9,180.9,0.027,4.903,snack,low-carb,veg
Peas Onions Cooked,81,0.4,0.055,0.049,0.2,15.5,6.8,4.6,4.0,0.0,0.5,158.7,0.0,0.3,0.078,0.0,0.1,1.9,0.2,0.2,12.4,0.0,0.019,0.053,25.2,0.1,1.7,23.4,0.3,61.2,210.6,0.042,0.5,63.8,snack,low-carb,veg
Tomato Cooked,22,0.1,0.086,0.069,0.041,4.9,3.1,1.2,0.9,0.0,0.029,116.0,0.0,0.0,0.054,0.052,0.0,0.074,0.7,0.2,0.096,28.0,0.0,0.7,0.054,13.5,0.052,0.8,11.1,0.1,34.4,268.1,0.0,7.36,snack,low-carb,veg
